number,Exponnorm_Off_peak,Exponnorm_Peak,Mean_OP,Mean_p,flow,Line,label,Off_peak_std_dev,Peak_std_dev,Off_peak_decay_rate,Peak_decay_rate
60,"(3.9581609454227262, 38.04888224558794, 17.35520165884966)","(3.578972135756085, 44.179830977999046, 21.421601305288238)",106.7435637,120.8471452,456222,Line10,Low,70.85310352,79.60378173,0.014557168,0.013043368
61,"(3.340174434813843, 48.0198240703392, 23.22971634064364)","(4.038623425229698, 38.108237546423155, 17.228553977259274)",125.6111287,107.6878792,844505,Line10,Med,80.99401384,71.68088733,0.012888042,0.01437202
62,"(3.8038633394664965, 41.328318413830445, 19.798147349063456)","(3.8839774558536764, 40.26864669139552, 18.502649685168247)",116.6377653,112.1325209,769075,Line10,Med,77.86834677,74.20757689,0.013278547,0.013915197
63,"(3.677504678620794, 41.75199671886084, 20.026574904406484)","(3.8156569320874514, 40.56938311560167, 18.702238319913988)",115.3998196,111.9307084,451129,Line10,Low,76.32211686,73.77135261,0.013578134,0.014013193
64,"(3.6320627500310483, 43.18949233865435, 20.65628857555288)","(3.9272619742464503, 38.44736710670132, 17.62855621647838)",118.2144286,107.6793256,654322,Line10,Med,77.81660056,71.44109511,0.013328902,0.014444196
,,,,,,,,,,,
,,,,,,,,,,,
72,"(3.594828850832868, 45.3229160470344, 22.039553886987186)","(4.246064409515844, 36.972679718561395, 15.710724412906204)",124.5513402,103.6814275,338519,Lines8,Low,82.23676266,68.53381568,0.012621733,0.014990538
73,"(3.532376954216616, 46.69074861586641, 20.10519576845919)","(3.011045628797672, 57.29275250500149, 27.093685469245777)",117.7098788,138.8730757,658812,Lines8,Med,73.81013311,85.96171779,0.014080713,0.012257858
74,"(3.516338680105458, 46.47038983584366, 22.76039054832337)","(4.380198686888198, 34.77267478289191, 15.242486903597662)",126.5036315,101.5377959,388314,Lines8,Low,83.20670134,68.48295266,0.012494808,0.01497788
75,"(3.338047743460983, 49.8307598556068, 24.128160336689014)","(3.8398334825164167, 41.481875674352395, 18.033362389090684)",130.371711,110.7269844,801296,Lines8,Med,84.07742227,71.55478487,0.012416044,0.014441453
76,"(3.8440769313422227, 43.94772160919396, 21.524104929089816)","(3.828414795495443, 41.39853520729727, 17.98079145486667)",126.6880368,110.2364632,383674,Lines8,Low,85.49413346,71.14751716,0.012086007,0.014526875
77,"(3.9748884325097795, 42.29474535154838, 20.61969226776658)","(4.080639632103601, 38.062863497751316, 16.547247437166746)",124.2557216,105.5862172,574352,Lines8,Med,84.5149297,69.52132545,0.012200928,0.014809691
78,"(4.057222420930492, 39.282386912224624, 17.145674496816035)","(3.9952096832591613, 42.08184944971013, 20.61433673840679)",108.8462019,124.4404472,644463,Lines8,Med,71.64564544,84.89929035,0.01437529,0.012142023
79,"(3.8591097661545914, 43.99432650419034, 21.63012951974379)","(3.9847385206618924, 38.87662807823684, 16.77756231859332)",127.4673706,105.7308269,63491,Lines8,Low,86.2299924,68.92728416,0.011979915,0.014957924
80,"(4.245275338878166, 39.11218156948345, 18.97506379572328)","(3.854499028244885, 39.020854126411365, 16.890167042214294)",119.666552,104.1239866,153475,Lines8,Low,82.75904563,67.25842399,0.012413976,0.015360244
81,"(4.037693211698832, 41.248832161149075, 20.20126788782717)","(4.172326410106658, 36.50659962178313, 15.721006496033556)",122.8153544,102.0997702,108842,Lines8,Low,84.03087987,67.45082708,0.012259932,0.01524549
82,"(4.100577851741685, 39.91710795826508, 19.53371036079345)","(4.287177875385187, 35.26249760513528, 14.954138252576705)",120.016608,99.37354827,686324,Lines8,Med,82.44692688,65.83200641,0.012484472,0.015597935
83,"(4.248149675643741, 36.968687526540734, 16.003282575005976)","(3.95176949464528, 41.96553201926005, 20.453903323415688)",104.9530272,122.7946432,717570,Lines8,Med,69.84250493,83.37689955,0.01470927,0.01237178
84,"(4.083904487148633, 37.42234841838152, 16.12144228752318)","(3.995823580663294, 41.35736779949417, 20.302495595818044)",103.2607789,122.4825584,346255,Lines8,Low,67.78347757,83.62707627,0.015188697,0.012326627
85,"(4.1387490289562585, 35.71094447600179, 15.386307817578215)","(4.110011187380733, 40.7111747676385, 19.921217488100893)",99.39101102,122.5876015,252055,Lines8,Low,65.51251287,84.2650827,0.015703501,0.012213528
86,"(4.19305884977987, 40.56750265308048, 19.871857607101614)","(3.5387208658767246, 48.89153051456102, 23.516901088658418)",123.8913711,132.1112791,54816,Lines8,Low,85.66071311,86.47873259,0.012001363,0.012016379
87,"(3.9799878170450906, 42.91538044785899, 21.137053028082214)","(3.5184705224881734, 49.841848827744286, 23.179438092691175)",127.040594,131.3980185,220991,Lines8,Low,86.73999403,84.78617316,0.011887043,0.012261488
88,"(3.786836008958533, 46.477907408251326, 22.446261247851403)","(3.941124939966616, 47.075939540127415, 21.78514405328606)",131.4782178,132.9339141,208861,Lines8,Low,87.91409105,88.57868985,0.011764663,0.011647142
176,"(3.771393912628803, 46.41778826213837, 22.216895408979248)","(3.8774801769478966, 42.05723905644365, 18.801233823196142)",130.2064524,114.9586505,382880,Lines8,Low,86.68408547,75.28679954,0.011934789,0.013717156
177,"(4.064238192229595, 40.85398521265205, 20.018022004735652)","(4.638441142136701, 35.06284705467898, 15.56765210456124)",122.2119948,107.2724851,472283,Lines8,Low,83.78452677,73.8686917,0.012291353,0.013848567
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
33,"(4.66393034407492, 67.98220353694812, 21.21396828041111)","(7.677778421527556, 57.84990445305115, 15.184629571856874)",166.9226739,174.4341257,2267481,Lines6,High,101.189175,117.5689314,0.010107088,0.00857749
164,"(3.280136719202853, 49.66746820962244, 25.328979720092327)","(2.7181152383241165, 63.45851233894705, 29.361973118804514)",132.7499846,143.2677389,81328,Lines6,Low,86.8577098,85.03903874,0.012036227,0.01252988
165,"(3.31253680312396, 49.27606267505, 24.79300802460188)","(3.0323064415218406, 57.54153772327328, 26.230445621158708)",131.4038142,137.0802869,400682,Lines6,Low,85.78846554,83.75230686,0.012176152,0.012572488
166,"(3.2047201168246153, 50.072999406884904, 25.286218964094374)","(2.967820285160662, 57.686431250908655, 26.26431400235078)",131.108254,135.6341951,243904,Lines6,Low,84.88878228,82.25368127,0.012340308,0.012829104
167,"(3.651725431995306, 44.237045222162834, 22.335830509290112)","(3.4689552266497987, 48.694092289941665, 23.140123337593028)",125.8013655,128.9661441,37647,Lines6,Low,84.56729671,83.54081402,0.012260263,0.012457636
168,"(3.5166915989216454, 47.50640888347987, 22.544911081433476)","(3.31591146937948, 48.69502440498603, 24.816601327876768)",126.7899083,130.9846774,63436,Lines6,Low,82.42661156,85.95028033,0.012612965,0.012152196
169,"(4.056248720345554, 41.95960521164392, 19.79340899980649)","(3.454588230847924, 46.38545173867889, 23.986831388629195)",122.2465951,129.2500771,176712,Lines6,Low,82.69086885,86.26653015,0.012455318,0.012067876
170,"(4.03211676588025, 40.028166772621184, 20.430867883728595)","(3.571487123317599, 47.01621597150009, 22.707707527621153)",122.4078117,128.116501,142209,Lines6,Low,84.87535721,84.21933397,0.012138921,0.012330413
171,"(3.6101155220552004, 44.56887808032455, 22.495383213507765)","(3.925852060600332, 43.746468074242216, 20.57772636508959)",125.7798102,124.5315775,389132,Lines6,Low,84.26896084,83.36472115,0.012313613,0.012378519
172,"(3.546419494599286, 45.264648938131785, 23.131398312733367)","(3.6667177427489883, 45.912170230920104, 21.61393202695949)",127.2982909,125.1643583,57729,Lines6,Low,85.2325055,82.14664551,0.012190121,0.012617948
173,"(4.2273286778586705, 40.45555963449901, 18.711245111282558)","(3.4521105432916963, 46.38686645630815, 23.84048367631256)",119.5541427,128.6868515,154593,Lines6,Low,81.28158792,85.68346516,0.012642451,0.01215067
174,"(4.212218413171661, 40.588714991166015, 18.727093401840243)","(3.3833256848682245, 48.1083018802922, 24.602666162762347)",119.4713226,131.3471342,278684,Lines6,Low,81.07508753,86.7985852,0.012677066,0.012013624
175,"(3.5511388030645836, 46.922497417047595, 22.685124926004356)","(3.3877189595760804, 47.84580075594738, 24.489609587525578)",127.4805248,130.8097155,165059,Lines6,Low,83.69116242,86.50290239,0.012413412,0.012053433
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
17,"(3.340953149918953, 48.53508504796802, 24.668238885740188)","(3.8980638911449454, 42.6035029485554, 20.496610552130463)",130.9505155,122.5006004,2633431,Lines3,High,86.02804879,82.48428475,0.01213365,0.012516099
44,"(3.586169840819729, 44.854869688115855, 22.726062364499647)","(2.125257195732961, 80.88076278053198, 36.92641936719228)",126.3543891,159.3589013,10120380,Lines3,High,84.60877958,86.73164743,0.012270011,0.012742402
129,"(3.6598997488680194, 43.98522671463587, 22.372764540577908)","(4.1220043272124665, 38.25186041384151, 18.07396931265527)",125.867302,112.7528401,248756,Lines3,Low,84.88353699,76.66201371,0.012212685,0.013422642
130,"(3.7362526543691588, 43.61322930960923, 22.05158176330837)","(4.362106859202363, 36.78394421938263, 17.304240237007093)",126.0035102,112.2668893,437488,Lines3,Low,85.29027286,77.44102092,0.012137354,0.013248026
131,"(4.340317000671404, 36.65189799507749, 17.1704072876296)","(3.5127192620199197, 45.83208988390004, 23.233968206524956)",111.1769087,127.4464975,647614,Lines3,Med,76.47744831,84.85710822,0.013418314,0.012252739
132,"(3.6801542252282453, 44.44134725912839, 22.353250284916147)","(4.851805725115968, 32.20953586677548, 14.811188288062237)",126.7047557,104.070544,544183,Lines3,Med,85.24632645,73.37149166,0.012156073,0.013915752
133,"(4.645636093540785, 33.271781463863526, 15.306662160141506)","(3.556293041416243, 44.91051328090347, 22.69684608139623)",104.3809637,125.6271491,295907,Lines3,Low,72.73795227,83.84701613,0.014062881,0.01238902
134,"(3.954893880557174, 39.32096688282117, 18.460828074407104)","(3.5142271209766567, 45.59955349397644, 23.040239199324947)",112.3315829,126.568187,136447,Lines3,Low,75.3083808,84.18296875,0.013696638,0.012350462
135,"(5.702991533358144, 29.91528633562893, 12.869173984372711)","(4.255974033200717, 38.5473828477581, 18.219424139898013)",103.3080766,116.0887789,201056,Lines3,Low,74.51253118,79.65309483,0.013625317,0.012896337
136,"(3.8222934166681113, 43.16959945753043, 21.196025495548653)","(3.3896052477043463, 48.214119017326595, 22.83932311530034)",124.1870282,125.6304085,90725,Lines3,Low,83.74422518,80.71503304,0.012343023,0.012917178
137,"(3.4682121939016524, 46.452265199470666, 23.331823205254913)","(4.039589588018271, 40.164508289255664, 18.706058382215154)",127.3719789,115.729307,67256,Lines3,Low,84.21623387,77.84571548,0.012357928,0.013233675
138,"(3.549621972711887, 46.68436931818057, 22.95393832883625)","(3.711925768205747, 43.07203603972225, 20.307448990546796)",128.1621732,118.4517792,384046,Lines3,Low,84.64936979,78.06726695,0.012273281,0.013266164
139,"(3.147939936708391, 49.8563570689134, 26.461958861832265)","(2.6093412608689452, 55.98784842481817, 30.42860502523988)",133.1570142,135.386463,6505,Lines3,Low,87.40271587,85.02964192,0.012004707,0.012594678
140,"(3.288166564552455, 49.40503228808697, 25.610887591583122)","(4.797195340800549, 36.327774418830025, 16.4988441094096)",133.6178966,115.4759525,129147,Lines3,Low,88.02115695,80.8495266,0.01187467,0.01263453
141,"(2.9104399445636453, 54.47781397753488, 28.340658089675998)","(4.4982024586256815, 37.70498400080511, 17.30415567825567)",136.9615973,115.5425796,100089,Lines3,Low,87.21678404,79.73785234,0.012123595,0.012847262
142,"(2.5896708971673559, 96.74034269265871, 48.89006264821711)","(2.5056738284532116, 65.69864983963147, 31.91280048965649)",223.3495151,145.6617188,1480,Lines3,Low,135.7207455,86.0959885,0.007898322,0.012505773
143,"(2.109201628096066, 62.10469370762644, 48.71051642023939)","(2.507063283329164, 66.298513346602, 32.31454273112574)",164.8449942,147.3131169,3424,Lines3,Low,113.7026111,87.22153214,0.009733279,0.012343454
144,"(3.338256259177797, 48.85915422192206, 24.69621996638607)","(5.029905983076375, 35.07272442686225, 15.498691079542668)",131.3014651,113.0296834,73540,Lines3,Low,86.06182606,79.4826829,0.012129694,0.012827591
145,"(3.0071121072047537, 57.315304955965615, 27.682746883131408)","(3.9836302946957787, 43.58767814887694, 20.193228356090984)",140.5604283,124.0300344,213326,Lines3,Low,87.72733343,82.9381646,0.012012716,0.012431262
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
44,"(2.0285109345973105, 81.04511782980221, 38.451817934885156)","(2.230834561079679, 75.34114526433439, 35.56523205628538)",159.045051,154.6812941,10120380,Lines1,High,86.9628189,86.94679379,0.012820524,0.012603959
65,"(3.291230296541955, 50.72331851452351, 25.106065684093707)","(3.131965239178136, 55.468253021273, 26.197808691162237)",133.3531625,137.5188792,1091438,Lines1,Med,86.35974557,86.1314718,0.012102165,0.012187597
66,"(3.569823644762108, 45.86853569691273, 23.175366926150044)","(3.5124484335864863, 48.05231208032957, 23.01542511522073)",128.6005085,128.892806,294827,Lines1,Low,85.91668616,84.05293122,0.012087225,0.012370038
67,"(3.5676174144103565, 45.99047962556708, 23.366135114229188)","(3.951671480884321, 43.21506023832379, 20.33890527152171)",129.3519102,123.5877322,492361,Lines1,Low,86.57427084,82.90619674,0.011995955,0.01244204
68,"(3.7199172626970767, 43.90142008068155, 21.97054766684965)","(3.824895311720212, 44.312351002104585, 21.084543223978024)",125.6300396,124.9585215,344979,Lines1,Low,84.63020865,83.35684005,0.012235616,0.012399845
69,"(3.3003260580499516, 49.4465089612455, 24.63194140910784)","(3.6946688868312605, 47.3513483093037, 22.492702012298267)",130.7399471,130.4544346,235260,Lines1,Low,84.94324938,86.09323201,0.012301116,0.012033247
70,"(3.724205032982841, 46.51042041665098, 22.415164398401153)","(3.4024571875270535, 47.50913656648516, 24.32669764749543)",129.9890885,130.2796838,639256,Lines1,Med,86.43568486,86.27138409,0.011979108,0.012081592
71,"(3.3694960114744563, 50.96339157597261, 24.73501792998461)","(3.092772049186788, 54.746018058767746, 26.558572494579142)",134.3079358,136.8856287,767249,Lines1,Med,86.93753027,86.32655104,0.011998386,0.012174394
159,"(2.9988611059501453, 55.702199011987055, 27.127272126048098)","(3.0502742914716516, 55.62889790442462, 26.995362037921645)",137.0531203,137.9721567,95221,Lines1,Low,85.75465753,86.65542016,0.012292424,0.012144285
,,,,,,,,,,,
,,,,,,,,,,,
151,"(3.6579122394885806, 45.560637587715675, 22.97647440312524)","(2.5327724432602876, 63.47004149810368, 31.89289295777011)",129.6065645,144.2474819,10692,Lines7,Low,87.12999605,86.84556121,0.011898257,0.012379694
152,"(3.2164741525583436, 50.85544970907287, 26.06303264085183)","(3.5745177799775782, 46.40905121455034, 22.658999673279816)",134.6865205,127.4040484,89604,Lines7,Low,87.78912294,84.1048146,0.011928751,0.012346442
153,"(3.348900843206818, 51.67501749873641, 24.196734117733495)","(3.022628524883557, 55.578600389384306, 26.54731662991857)",132.7074808,135.8212769,128528,Lines7,Low,84.56797295,84.52009911,0.012340733,0.012462196
154,"(3.581522683219106, 46.58914208372974, 22.823973796860155)","(3.3883002652987964, 50.44304660443341, 23.939227066866614)",128.333722,131.556336,148333,Lines7,Low,84.87113831,84.57217222,0.012233227,0.012328436
155,"(3.918312062845767, 42.39462481509885, 20.48979886013733)","(4.754690915595668, 39.330374399356195, 17.806492460263165)",122.6800509,123.9947423,113863,Lines7,Low,82.85880455,86.51662483,0.012455561,0.011811344
156,"(3.3572516609673055, 48.721005707805105, 23.930192255075497)","(2.921270983887557, 57.80304802259833, 27.529998303296384)",129.0606834,138.2256333,86190,Lines7,Low,83.82790653,85.0040765,0.01244715,0.012434318
157,"(3.651069835560114, 45.341794854829224, 22.58759437881984)","(3.3973803917051333, 49.07555851923266, 24.32340185951611)",127.8106793,131.7114071,73241,Lines7,Low,85.50623562,86.14122905,0.012125785,0.012101286
158,"(2.773156778324785, 49.27894603112784, 25.769868457522)","(3.8147744342329237, 42.98169804947861, 22.18441674641179)",120.7428314,127.6102439,85260,Lines7,Low,75.96823702,87.48793698,0.013993082,0.011816344
159,"(3.4933065339384513, 47.946264457287135, 22.58949299602879)","(2.873685841289797, 59.35904603522428, 27.769868457522)",126.8582879,139.1609238,95221,Lines7,Low,82.08162184,84.49559334,0.01267234,0.012531033
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
66,"(2.755512689740798, 61.23140980828747, 29.27884230251901)","(3.02289795610929, 59.475360764187855, 27.160266570626213)",141.9096313,141.5780751,294827,Lines9,Low,85.82672097,86.47852783,0.012394919,0.012179865
146,"(3.2925274981431745, 50.74924247926775, 25.295034743770096)","(3.0027607927707725, 56.91965058589231, 27.583886402201827)",134.0338399,139.7474632,608739,Lines9,Med,87.04115668,87.30015652,0.012007022,0.012073239
147,"(3.5453981493709072, 45.84401140231838, 24.19823818413705)","(2.3744441915178487, 68.78368073606103, 34.39781726586788)",131.6364003,150.4593781,68436,Lines9,Low,89.13971461,88.62352611,0.011656046,0.012243544
148,"(3.341171180069962, 50.936058326422, 23.43614086629993)","(3.1191384290025157, 53.002920416076684, 25.21307441673905)",129.2402168,131.6459897,55212,Lines9,Low,81.73612376,82.58590361,0.012770714,0.012715679
149,"(4.202312584750343, 41.304439778691446, 19.466395820734476)","(3.321858630900734, 50.62999599457581, 25.349141601862915)",123.1083199,134.8362608,266342,Lines9,Low,84.08814049,87.93903578,0.012224359,0.011875601
150,"(3.386594328146719, 50.37802807490208, 24.22997411549041)","(3.057933793536157, 57.853699209181, 26.673327116190883)",132.435121,139.4189676,345743,Lines9,Low,85.55967591,85.81584577,0.012186637,0.01226012
